sector,label,delta_p_pct,delta_y_pct,supply_shock,demand_shock,va_share,domar_weight,leontief_multiplier,supply_contribution_gdp_pct,demand_contribution_gdp_pct,total_contribution_gdp_pct,bf_supply_contrib_pp,bf_demand_contrib_pp,bf_total_contrib_pp
COMPDES,Computer systems design and related services,1.0,-3.0317696941570897,-0.017579424235392726,-0.02789712117696362,0.014758058784073809,0.01958018377466242,1.7368042080208537,-0.03195214866190441,-0.012790886704239392,-0.0447430353661438,-0.05978225231891978,-0.023931661824271817,-0.0837139141431916
NURSING,Nursing and residential care facilities,-10.672565342552423,-5.68686793992629,0.04985697402626132,-0.24889735192368145,0.0077796025803899115,0.012865135628814526,1.0061503130334695,-0.007715078976869304,-0.03652649352291792,-0.044241572499787225,0.06453616465823145,-0.30554188848231517,-0.2410057238240837
MINE,"Mining, except oil and gas",-5.0,-11.158745883797499,-0.02439163922531666,-0.23597909806329165,0.0036460199325218526,0.006508247039611672,1.7567050520475496,-0.01672991408147742,-0.02395509583279444,-0.04068500991427186,-0.02788713297627992,-0.03993080536428391,-0.06781793834056384
OTHERTRANS,Other transportation and support activities,9.718863676734136,-5.94583726276129,-0.12691782308114782,0.022865670982825242,0.006564853991211452,0.01254894616263083,2.2368373965855386,-0.0387588336290563,-0.0002747198564759326,-0.03903355348553223,-0.3562577209994553,0.002525129391614155,-0.35373259160784115
PLASTIC,Plastics and rubber products,-2.0,-9.84953765746448,-0.019398150629857922,-0.143119220718306,0.003924508392742911,0.012503261414229049,1.858957877962139,-0.02670180121827631,-0.01195279198308039,-0.0386545932013567,-0.04508719193629459,-0.020182826690615958,-0.06527001862691055
PUBLISH,Publishing industries (including software),1.0,-3.36660584594468,-0.018416514614861698,-0.03208257307430849,0.011379217009984226,0.01809626109144191,1.2343359210588885,-0.0181379521040027,-0.02017138640408334,-0.03830933850808604,-0.04113672026016759,-0.04574853186327505,-0.08688525212344263
PRINT,Printing and related support activities,-3.0,-17.0018576222435,-0.038007430488973995,-0.24252322027804374,0.002146296092390529,0.004869972002567661,1.2046762604649919,-0.013391938969119168,-0.023099081608882185,-0.036491020578001354,-0.022297969984801342,-0.0384606463320232,-0.06075861631682454
NMMIN,Nonmetallic mineral products,-2.0,-13.273146369573599,-0.04636573184786799,-0.20961637670819427,0.0026630770873577775,0.006327393096302674,1.4646551843916646,-0.031357176716692525,-0.003990235257264993,-0.03534741197395752,-0.04296920599856162,-0.005467878766677049,-0.04843708476523867
ELECEQUIP,"Electrical equipment, appliances, and components",3.7697899251579634,-9.52668743231326,-0.07580464898083267,-0.05756897507155297,0.003122197720264524,0.006741549735333394,1.4534008237192497,-0.027658971357607077,-0.0020852304252340723,-0.02974420178284115,-0.07427471360594559,-0.005599625909228475,-0.07987433951517406
FURN,Furniture and related products,-2.55690015763589,-18.096862673981,-0.046818449119565106,-0.17637619052620057,0.0015571069889126887,0.004198173341906986,1.141417393552572,-0.009231108125297736,-0.01894764322175125,-0.028178751347048985,-0.022434783159157385,-0.04604932162934198,-0.06848410478849937
